macId,testRunId,result,testExecutionId,failureReason,startTime,endTime,testCaseId,ftplink
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file://GATS_PROJECT/Airtel_Stability/dict.device:GooglePixel_01_10_Google/229/Airtel_Stability/TC_Airtel_Stability_001/iteration_1>TC_Ai..,1620383490540,1620383578330,TC_Airtel_Stability_001
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file://GATS_PROJECT/Airtel_Stability/dict.device:GooglePixel_01_10_Google/229/Airtel_Stability/TC_Airtel_Stability_001/iteration_1>TC_Ai..,1620383490540,1620383578330,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,"Setup failed:
Keyword 'common_log.Setup Logging' expected 7 arguments, got 6.

Also teardown failed:
AttributeError: 'str' object has no attribute 'handlers'",1620384294190,1620384296180,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file://GATS_PROJECT/Airtel_Stability/dict.device:GooglePixel_01_10_Google/229/Airtel_Stability/TC_Airtel_Stability_001/iteration_1>TC_Ai..,1620385061030,1620385139740,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file://GATS_PROJECT/Airtel_Stability/dict.device:GooglePixel_01_10_Google/229/Airtel_Stability/TC_Airtel_Stability_001/iteration_1>TC_Ai..,1620386289260,1620386386200,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file://GATS_PROJECT/Airtel_Stability/dict.device:GooglePixel_01_10_Google/229/Airtel_Stability/TC_Airtel_Stability_001/iteration_1>TC_Ai..,1620388081360,1620388169240,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file://GATS_PROJECT/Airtel_Stability/dict.device:GooglePixel_01_10_Google/229/Airtel_Stability/TC_Airtel_Stability_001/iteration_1>TC_Ai..,1620388330290,1620388428760,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file://GATS_PROJECT/Airtel_Stability/dict.device:GooglePixel_01_10_Google/229/Airtel_Stability/TC_Airtel_Stability_001/iteration_1>TC_Ai..,1620388678700,1620388771470,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file://GATS_PROJECT/Airtel_Stability/dict.device:GooglePixel_01_10_Google/229/Airtel_Stability/TC_Airtel_Stability_001/iteration_1>TC_Ai..,1620388978030,1620389065800,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file://GATS_PROJECT/Airtel_Stability/dict.device:GooglePixel_01_10_Google/229/Airtel_Stability/TC_Airtel_Stability_001/iteration_1>TC_Ai..,1620389248300,1620389318860,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/Airtel_Stability/GooglePix..,1620389951470,1620390046770,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/Airtel_Stability/GooglePix..,1620390825370,1620390909280,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620395670090,1620395750060,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620396023840,1620396122200,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620566423850,1620566520580,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620566569750,1620566665520,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620567092440,1620567174150,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620568109500,1620568205290,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620568378500,1620568452960,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620569486570,1620569573320,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620621940050,1620622038940,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620623477310,1620623560300,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,"Setup failed:
Keyword 'common_log.Setup Logging' expected 6 arguments, got 7.

Also teardown failed:
AttributeError: 'str' object has no attribute 'handlers'",1620624575700,1620624577660,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620626449160,1620626590590,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620627155130,1620627256730,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620628658080,1620628752190,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620629947320,1620630034490,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620630773220,1620630872400,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620631813620,1620631910310,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620632080900,1620632160890,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620632684260,1620632764110,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620633215640,1620633309130,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* No keyword with name 'Volte Call MO' found. <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_c..,1620633303490,1620633303660,TC_Live_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620633764360,1620633854960,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620634246070,1620634331780,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* No keyword with name 'Volte Call MO' found. <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_c..,1620634335130,1620634335290,TC_Live_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620634774650,1620634859910,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Ims registration failed <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/229/Goo..,1620639523380,1620639610250,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
00:1B:44:11:3A:B7,26,FAILED,229,*HTML* Execution terminated by signal <br/><b>Result Path:</b> <a href=file:///home/arpita/Music/gats/SDLC/Coding/Standalone_Framework/Cellular/gats/automation/results/GATS_PROJECT/test_configuration/..,1620639985250,1620640068740,TC_Airtel_Stability_001,Logs File Not Created. Check robot_results directory
